Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Dist_CityHall_Miles,Median_Income,School_Score_External,Matched_School,School_Index_Real,School_Score_Norm,School_Rating_Category_Real,School_Merge_Type,HouseAge,RemodAge,GarageAge,TotalSF,TotalPorchSF,TotalBath,OutdoorSF,HasGarage,HasBasement,HasFireplace,HasPool,Has2ndFloor,QualityLivArea,BathPerBedroom,GarageScore,Quality_x_School,LivingArea_x_School,Age_x_School,Quality_x_Income,Quality_x_ExternalSchool,Age_x_Distance,TotalHomeQuality,TotalHouseSF,LivLotRatio,YearsSinceRemodel,IsRemodeled,TotalRooms
769,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,,,,0,10,2006,WD,Normal,216837,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,2,1,2.0,3696,33,2.0,153,1,1,1,0,0,12852,0.5,968,3.682036374106412,965.7455404084818,1.052010392601832,554304.1653333334,4.132954869247166,2.403950683025824,12,4180,0.20175824175824175,1,1,10
770,60,RL,47.0,53504,Pave,,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,,,,0,6,2010,WD,Normal,538000,1.8146509184084816,124199.6,0.9260463364367254,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,7,7,7.0,4929,246,4.5,749,1,1,1,0,1,26232,0.9,2523,4.208041570407328,1724.7710386707035,3.682036374106412,993596.8,7.408370691493803,12.70255642885937,13,5770,0.06128513755980861,7,0,15
771,85,RL,,7252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,,,,0,4,2009,WD,Normal,134900,1.8105311308911887,54717.25405405406,0.40797806640789763,Sawyer Elementary School,412.85,0.08543797397898861,Acceptable,Exact name based school proxy,27,27,26.0,1716,0,2.0,120,1,1,0,0,0,4290,0.6666666666666666,1152,0.42718986989494306,73.30578167397223,2.3068252974326926,273586.2702702703,2.039890332039488,48.88434053406209,10,2292,0.11831218974076117,27,0,6
772,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,COD,Normal,102000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,55,55,55.0,2056,0,1.0,0,1,1,0,0,0,4880,0.3333333333333333,792,0.0,0.0,0.0,205151.52,1.5296330544577084,241.87859607929647,9,2452,0.1374338177312155,55,0,7
773,80,RL,94.0,7819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,,MnPrv,,0,3,2010,WD,Abnorml,107000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,34,34,34.0,2146,0,2.0,144,1,1,1,0,0,6702,0.5,1344,0.0,0.0,0.0,307727.27999999997,2.2944495816865627,149.52495030356508,11,2818,0.14285714285714285,34,0,7
774,20,RL,70.0,10150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,COD,Normal,114500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,49,49,49.0,1824,0,1.0,0,1,1,0,0,0,4560,0.3333333333333333,275,2.63002598150458,479.7167390264354,25.774254618744884,291694.16,2.1749048163439175,208.05360229649298,10,2099,0.08985221674876848,49,0,6
775,20,RL,110.0,14226,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,,,,0,7,2007,New,Partial,395000,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,1,1.0,3908,45,2.0,360,1,1,1,0,0,15784,0.5,2685,4.208041570407328,1037.8082523017074,0.526005196300916,1012065.9948051948,7.546079107513556,1.8690900933179198,13,4803,0.1386897230423169,1,0,11
776,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,,,,0,6,2009,WD,Normal,162000,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,11,11,11.0,2408,247,3.0,247,1,1,0,0,0,7224,1.0,824,3.7820914214151555,758.9396785639746,6.933834272594451,375048.293877551,2.796402714116233,53.51053768201872,11,2820,0.26755555555555555,11,0,7
777,20,RL,86.0,11210,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,,,,0,7,2006,New,Partial,221500,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,1.0,3228,59,2.0,203,1,1,0,0,0,11298,0.5,2595,3.682036374106412,848.9723868296785,0.526005196300916,554304.1653333334,4.132954869247166,1.201975341512912,12,4093,0.14397859054415701,0,1,9
778,20,RL,100.0,13350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,,MnPrv,,0,6,2006,WD,Normal,142500,1.8105311308911887,54717.25405405406,0.40797806640789763,Sawyer Elementary School,412.85,0.08543797397898861,Acceptable,Exact name based school proxy,32,32,32.0,1758,0,2.0,241,1,1,1,0,0,4470,0.5,880,0.42718986989494306,76.38154873721582,2.7340151673276356,273586.2702702703,2.039890332039488,57.93699618851804,10,2198,0.06696629213483146,32,0,6
779,90,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD,Normal,144000,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,30,30,30.0,2020,0,2.0,0,1,0,1,0,0,10100,0.4,1260,2.63002598150458,1062.5304965278503,15.78015588902748,373111.593220339,2.7819624538546393,97.60014078752123,10,2650,0.24047619047619048,30,0,12
780,90,RL,78.0,10530,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,135000,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,29,29,29.0,1979,0,2.0,0,1,1,0,0,0,6024,0.6666666666666666,1008,3.7820914214151555,632.8699645168026,18.28010853683992,375048.293877551,2.796402714116233,141.07323570714027,11,2483,0.09534662867996202,29,0,5
781,20,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,,,,0,6,2007,WD,Normal,176000,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,12,11,12.0,2490,21,2.0,241,1,1,1,0,0,8771,0.5,804,3.682036374106412,659.0845109650478,6.312062355610992,539992.617721519,4.026246343336773,38.460210634133276,12,2892,0.15911111111111112,11,1,8
782,60,RL,65.0,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,,,,0,7,2006,WD,Normal,175900,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,14,14,14.0,2364,124,2.5,124,1,1,0,0,1,9618,0.625,968,3.156031177805496,843.1863296703684,7.364072748212824,447733.9118644068,3.3383549446255674,45.546732367509904,11,2848,0.22410177547882007,14,0,9
783,20,RL,67.0,16285,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,,,,0,6,2009,WD,Normal,187100,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,8,7,8.0,2843,33,2.0,33,1,1,0,0,0,10010,0.5,1210,3.682036374106412,752.18743071031,4.208041570407328,554304.1653333334,4.132954869247166,9.615802732103296,12,3448,0.08781086889775867,7,1,8
784,85,RL,,9101,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,,,,0,7,2009,WD,Normal,165500,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,31,31,31.0,2207,30,2.0,333,1,1,1,0,0,5550,1.0,1204,3.151742851179296,699.6869129618037,19.540805677311635,312540.2448979592,2.3303355950968605,150.80242437659822,11,2809,0.1219646192726074,31,0,5
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,,,,0,0,,,Y,0,291,134,0,0,0,,,,0,6,2008,WD,Normal,128000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,94,7,,2226,425,2.0,425,0,1,1,0,1,8904,0.5,0,3.156031177805496,780.5917113105594,49.44448845228611,307740.7221238938,2.2945498076903967,268.9719705804366,12,2226,0.23555555555555555,7,1,11
786,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,,,,0,9,2009,WD,Normal,161500,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,42,42,42.0,2714,197,2.0,197,1,1,1,0,0,8052,0.5,914,3.156031177805496,705.8989734358292,22.092218244638474,453720.16438356164,3.3829891239171954,55.36491880214202,11,3171,0.13707865168539327,42,0,9
787,50,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,,,Shed,1200,6,2010,WD,Normal,139000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,95,60,49.0,2338,196,3.0,196,1,1,0,0,1,8260,0.6,416,2.63002598150458,868.9605842891133,49.97049364858702,256450.60176991153,1.9121248397419974,271.83337452278164,11,2754,0.15296296296296297,60,1,9
788,60,RL,76.0,10142,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,,,,0,1,2010,WD,Normal,233000,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,6,6,6.0,3040,45,3.5,45,1,1,0,0,1,14588,0.7,1236,3.682036374106412,1096.1948290911089,3.156031177805496,522356.2305084746,3.8947474353964955,19.520028157504246,12,3658,0.2054821534214159,6,0,10
789,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,107900,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,54,8,54.0,1802,0,1.0,0,1,1,0,0,0,3604,0.3333333333333333,281,2.104020785203664,473.9306818671253,28.404280600249464,205160.48141592921,1.529699871793598,154.5158128866338,11,2083,0.15016666666666667,8,1,5
790,60,RL,,12205,Pave,,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,,,,0,7,2007,WD,Normal,187500,1.2020838819909643,85026.17142857143,0.6339647998276126,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,41,0,41.0,2919,168,2.5,301,1,1,0,0,1,12522,0.4166666666666667,888,3.156031177805496,1097.7728446800118,21.566213048337556,510157.02857142856,3.8037887989656753,49.28543916162953,14,3363,0.17099549365014338,0,1,11
791,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,,,,0,9,2009,WD,Normal,160200,2.1854305348131313,77948.35294117648,0.5811917805890947,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,4,3,4.0,2290,16,2.0,116,1,1,1,0,0,8015,0.6666666666666666,794,3.682036374106412,602.2759497645488,2.104020785203664,545638.4705882353,4.068342464123663,8.741722139252525,12,2687,0.35983658076681335,3,1,7
792,80,RL,,11333,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,,,,0,5,2007,WD,Normal,146800,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,31,31,31.0,2091,0,2.0,120,1,1,1,0,0,6372,0.5,1078,3.7820914214151555,669.4301815904824,19.540805677311635,375048.293877551,2.796402714116233,150.80242437659822,11,2630,0.09370863848936734,31,0,6
793,60,RL,92.0,9920,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,,,,0,6,2007,WD,Normal,269790,1.325320294340452,134118.1268292683,1.0,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,11,10,10.0,3130,130,3.5,310,1,1,1,0,1,14091,0.875,910,3.682036374106412,1058.8484601537439,5.786057159310076,938826.8878048781,7.0,14.578523237744973,12,3585,0.20292338709677418,10,1,10
794,20,RL,76.0,9158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,,,,0,6,2007,New,Partial,225000,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,0,0,0.0,2992,130,2.0,298,1,1,0,0,0,11968,0.5,948,4.208041570407328,786.9037736661704,0.0,721215.4790697674,5.377464598710591,0.0,13,3466,0.1633544442017908,0,0,9
795,60,RL,,10832,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,,,Shed,500,10,2008,WD,Normal,194500,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,14,12,14.0,2607,46,2.5,189,1,1,1,0,1,13265,0.625,818,3.682036374106412,996.7798469902359,7.364072748212824,539992.617721519,4.026246343336773,44.87024573982216,12,3016,0.17494460856720828,12,1,9
796,60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,,MnPrv,,0,4,2010,WD,Normal,171000,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,30,29,30.0,2214,254,2.5,254,1,1,1,0,1,9384,0.625,952,3.156031177805496,822.6721270146327,15.78015588902748,447733.9118644068,3.3383549446255674,97.60014078752123,12,2690,0.18619047619047618,29,1,9
797,20,RL,71.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,,MnPrv,,0,4,2007,WD,Normal,143500,1.8105311308911887,54717.25405405406,0.40797806640789763,Sawyer Elementary School,412.85,0.08543797397898861,Acceptable,Exact name based school proxy,30,30,30.0,1945,0,1.5,138,1,1,1,0,0,7710,0.375,1056,0.5126278438739317,109.78779656300037,2.5631392193696585,328303.52432432433,2.447868398447386,54.31593392673566,11,2473,0.15676467000121996,30,0,8
798,20,RL,57.0,7677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Abnorml,110000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,55,55,55.0,1546,0,1.0,0,1,1,0,0,0,3865,0.3333333333333333,240,2.63002598150458,406.60201674060806,28.930285796550383,291694.16,2.1749048163439175,233.52955359810437,10,1786,0.10069037384394947,55,0,5
799,60,RL,104.0,13518,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,,,,0,7,2009,New,Partial,485000,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,0.0,5066,78,3.5,222,1,1,1,0,1,28260,0.7,2460,4.734046766708245,1651.6563163848764,0.526005196300916,1138574.2441558442,8.48933899595275,1.8690900933179198,14,5886,0.2322828820831484,0,1,14
